InputX,InputY,InputZ,Parameter1,Parameter2,Parameter3,Output1
0.155625207,0.616315735,0.297282518,1,1,1,0
0.658277192,0.255241004,0.293573871,1,1,1,0
0.989701967,0.755322842,0.236001209,1,1,1,0
0.645877108,0.295040999,0.481131976,1,1,1,0
0.370434718,0.106062271,0.37528043,1,1,1,0
0.633920017,0.383542794,0.345611242,1,1,1,0
0.995898387,0.770414785,0.752508332,1,1,1,0
0.952134112,0.071000192,0.33239073,1,1,1,0
0.733494685,0.07508523,0.68964232,1,1,1,0
0.67816085,0.720998984,0.841529985,1,1,1,0
0.214390042,0.656758457,0.556402444,1,1,1,0
0.586330502,0.333289002,0.313925845,1,1,1,0
0.481174244,0.517594229,0.536941142,1,1,1,0
0.303289514,0.460391416,0.479618709,1,1,1,0
0.824618422,0.124300705,0.542451676,1,1,1,0
0.502219582,0.344395101,0.882149524,1,1,1,0
0.539243041,0.571948023,0.59583281,1,1,1,0
0.530629975,0.574446917,0.402049412,1,1,1,0
0.513984113,0.861067016,0.231043288,1,1,1,0
0.9225388,0.135775161,0.160951845,1,1,1,0
0.147053865,0.555827459,0.229762129,1,1,1,0
0.522183979,0.770534431,0.714398556,1,1,1,0
0.452291272,0.253608874,0.95248434,1,1,1,0
0.456053773,0.042648148,0.480444421,1,1,1,0
0.596577955,0.984590444,0.522104795,1,1,1,0
0.76813617,0.463182742,0.576297335,1,1,1,0
0.415368048,0.726554277,0.960504041,1,1,1,0
0.125973685,0.945159479,0.211184418,1,1,1,0
0.077373938,0.032696953,0.971075726,1,1,1,0
0.492349382,0.838754856,0.880357597,1,1,1,0
0.561285222,0.603505844,0.12699446,1,1,1,0
0.544682,0.557772458,0.254190989,1,1,1,0
0.211009189,0.642552302,0.059098612,1,1,1,0
0.919980721,0.6113103,0.442274147,1,1,1,0
0.163896646,0.081042446,0.918448011,1,1,1,0
0.121809239,0.255402538,0.55406178,1,1,1,0
0.288713934,0.003568546,0.204854973,1,1,1,0
0.008463352,0.453490238,0.310193614,1,1,1,0
0.094288795,0.362788718,0.717681181,1,1,1,0
0.126621637,0.422495059,0.020697983,1,1,1,0
0.005105164,0.172820573,0.879630764,1,1,1,0
0.024901275,0.496781829,0.536097289,1,1,1,0
0.863361485,0.927049966,0.693078475,1,1,1,0
0.074708021,0.754225894,0.285411008,1,1,1,0
0.791916686,0.904825046,0.445223142,1,1,1,0
0.102054845,0.280384262,0.099704858,1,1,1,0
0.294463534,0.707043495,0.496019544,1,1,1,0
0.29827685,0.300006821,0.419410297,1,1,1,0
0.2371442,0.08778506,0.633173399,1,1,1,0
0.932856698,0.943459097,0.328013464,1,1,1,0
0.761331299,0.387074918,0.829957489,1,1,1,0
0.808569845,0.892045448,0.37539562,1,1,1,0
0.078671476,0.255309327,0.037618509,1,1,1,0
0.793523775,0.162830884,0.303249817,1,1,1,0
0.981969915,0.284536969,0.510920933,1,1,1,0
0.354213431,0.458234621,0.748105574,1,1,1,0
0.238441791,0.631489752,0.120005176,1,1,1,0
0.892147391,0.720132098,0.598166084,1,1,1,0
0.25334393,0.646251816,0.863270837,1,1,1,0
0.766929112,0.96838288,0.176350786,1,1,1,0
0.493589122,0.442567189,0.495586411,1,1,1,0
0.20938706,0.684359798,0.57423997,1,1,1,0
0.19405135,0.051542885,0.77984877,1,1,1,0
0.128580804,0.865056822,0.600808075,1,1,1,0
0.065787909,0.113242422,0.014353268,1,1,1,0
0.679886113,0.277957447,0.314364478,1,1,1,0
0.215172528,0.425988727,0.619757324,1,1,1,0
0.571502561,0.599636909,0.55636789,1,1,1,0
0.154775012,0.350849534,0.615747125,1,1,1,0
0.513603675,0.28679861,0.615967715,1,1,1,0
0.108522771,0.602401283,0.207503231,1,1,1,0
0.826694331,0.630795691,0.487286278,1,1,1,0
0.212270817,0.565190007,0.424591881,2,2,2,0
0.102288813,0.170914045,0.455307235,2,2,2,0
0.066209224,0.500382258,0.891258581,2,2,2,0
0.50311011,0.034577647,0.313865819,2,2,2,0
0.745637713,0.503084906,0.828405446,2,2,2,0
0.974285653,0.915946633,0.103302407,2,2,2,0
0.053423578,0.871682616,0.529477158,2,2,2,0
0.487362446,0.851316981,0.055980728,2,2,2,0
0.155519595,0.930318449,0.945051423,2,2,2,0
0.419445022,0.445955789,0.150155861,2,2,2,0
0.038347852,0.399796509,0.106377773,2,2,2,0
0.857241996,0.18346499,0.833857112,2,2,2,0
0.288382334,0.424388578,0.031243301,2,2,2,0
0.666353236,0.523518853,0.337898793,2,2,2,0
0.602339072,0.118859094,0.399489512,2,2,2,0
0.516482071,0.895594067,0.37176216,2,2,2,0
0.446929029,0.584315726,0.138451587,2,2,2,0
0.780434574,0.60488378,0.761746869,2,2,2,0
0.062584461,0.566246723,0.910478359,2,2,2,0
0.640952194,0.801822693,0.223575627,2,2,2,0
0.49571407,0.497456699,0.049850092,2,2,2,0
0.044387608,0.532375265,0.252690689,2,2,2,0
0.010116928,0.936144157,0.505888913,2,2,2,0
0.922737874,0.061118021,0.319646122,2,2,2,0
0.213177961,0.414441156,0.874468585,2,2,2,0
0.844598982,0.574370167,0.30639003,2,2,2,0
0.739504631,0.697633336,0.687044828,2,2,2,0
0.020113693,0.498353177,0.040567743,2,2,2,0
0.939232956,0.173753904,0.543590412,2,2,2,0
0.451167691,0.161908419,0.83862084,2,2,2,0
0.61546241,0.465278169,0.5791805,2,2,2,0
0.810331621,0.372292854,0.00380026,2,2,2,0
0.090287946,0.29998068,0.182053601,2,2,2,0
0.366492751,0.027859057,0.264015463,2,2,2,0
0.363456238,0.317738024,0.095782699,2,2,2,0
0.110101448,0.110416351,0.246752112,2,2,2,0
0.444101495,0.488835998,0.732808328,2,2,2,0
0.738975334,0.16150076,0.908070597,2,2,2,0
0.166562644,0.756706016,0.205182249,2,2,2,0
0.798073741,0.297319206,0.069587428,2,2,2,0
0.327719388,0.980925341,0.52606721,2,2,2,0
0.960082939,0.273959662,0.721792422,2,2,2,0
0.329127455,0.92277531,0.915721693,2,2,2,0
0.983418548,0.884962451,0.799911168,2,2,2,0
0.94126322,0.376299744,0.112480859,2,2,2,0
0.364946586,0.009483052,0.259430859,2,2,2,0
0.642018279,0.748013652,0.870770925,2,2,2,0
0.466810737,0.092224882,0.761823156,2,2,2,0
0.798023825,0.943415744,0.154839006,2,2,2,0
0.896139131,0.58633161,0.443173468,2,2,2,0
0.21119763,0.292696907,0.997593385,2,2,2,0
0.809593039,0.869542193,0.432316121,2,2,2,0
0.214991816,0.96010305,0.725664875,2,2,2,0
0.141261694,0.466492488,0.639713856,2,2,2,0
0.630021863,0.723651912,0.060516634,2,2,2,0
0.684477733,0.73983138,0.924639984,2,2,2,0
0.163658937,0.779716249,0.143410592,2,2,2,0
0.29649854,0.46769117,0.361253827,2,2,2,0
0.612639259,0.239846259,0.554415636,2,2,2,0
0.44728618,0.540637698,0.029116087,2,2,2,0
0.888091269,0.784650044,0.201418112,2,2,2,0
0.103080774,0.80405003,0.331716919,2,2,2,0
0.488693964,0.019599711,0.491435766,2,2,2,0
0.404859207,0.460969332,0.020115774,2,2,2,0
0.372301248,0.684862578,0.106046459,2,2,2,0
0.318667391,0.740229644,0.633097784,2,2,2,0
0.061477688,0.318370226,0.689857828,2,2,2,0
0.883399888,0.616494831,0.836479233,2,2,2,0
0.882469731,0.727275117,0.568643388,2,2,2,0
0.087994259,0.089574176,0.096873616,2,2,2,0
0.538279645,0.813079844,0.189497627,2,2,2,0
0.384393642,0.384465079,0.413895884,2,2,2,0
0.140077224,0.742244149,0.30948658,2,2,2,0
0.778412345,0.693103455,0.521636964,2,2,2,0
0.77436752,0.800817703,0.361695428,2,2,2,0
0.928317781,0.271191865,0.056076338,2,2,2,0
0.688917247,0.939534603,0.822724298,2,2,2,0
0.445789378,0.306405863,0.905212794,2,2,2,0
0.352244213,0.188952733,0.466726772,2,2,2,0
0.493453242,0.581372907,0.151423381,2,2,2,0
0.346238685,0.222323796,0.822330808,2,2,2,0
0.577719934,0.048038677,0.156985815,2,2,2,0
0.392741223,0.456593839,0.786181348,2,2,2,0
0.149008441,0.658274336,0.979526176,2,2,2,0
0.344708626,0.844589565,0.421281099,2,2,2,0
0.823293583,0.357978338,0.522896469,2,2,2,0
0.447188758,0.93089954,0.26107849,2,2,2,0
0.925650449,0.939119936,0.789823334,2,2,2,0
0.928060012,0.587049823,0.276428524,2,2,2,0
0.00740523,0.527968427,0.846245085,2,2,2,0
0.950133511,0.939374814,0.654889739,2,2,2,0
0.955156376,0.219339342,0.489746986,2,2,2,0
0.576232088,0.071868209,0.316771299,2,2,2,0
0.660738821,0.327421101,0.17486047,2,2,2,0
0.645018179,0.72948888,0.032976817,2,2,2,0
0.802651127,0.217848146,0.154652233,2,2,2,0
0.302569192,0.797785551,0.397062206,2,2,2,0
0.757459891,0.524723544,0.306982065,2,2,2,0
0.678519579,0.40627841,0.362858717,2,2,2,0
0.131147542,0.195268931,0.705410322,2,2,2,0
0.298971069,0.913685892,0.525939086,2,2,2,0
0.199069558,0.314325824,0.468335622,2,2,2,0
0.550286592,0.455152792,0.158209032,2,2,2,0
0.703322573,0.751656647,0.786201537,2,2,2,0
0.001284522,0.482478616,0.693881752,2,2,2,0
0.749712303,0.783983182,0.668428861,2,2,2,0
0.346560025,0.622267094,0.003300955,2,2,2,0
0.384838244,0.35080768,0.684527621,2,2,2,0
0.515190447,0.915936593,0.504134391,2,2,2,0
0.22329477,0.372366768,0.345807758,2,2,2,0
0.011647894,0.214229295,0.596632902,2,2,2,0
0.496370565,0.210096529,0.411580948,2,2,2,0
0.341251778,0.80512688,0.335858991,2,2,2,0
0.633385046,0.006248472,0.175726701,2,2,2,0
0.785375765,0.176567995,0.238497245,2,2,2,0
0.929192465,0.899088672,0.214581539,2,2,2,0
0.265106631,0.628992503,0.550570866,2,2,2,0
0.575801176,0.550790728,0.625953557,2,2,2,0
0.524294842,0.607120701,0.636485069,2,2,2,0
0.666252096,0.994317268,0.269305155,2,2,2,0
0.937265521,0.461744789,0.295967294,2,2,2,0
0.174390071,0.740098824,0.514912955,2,2,2,0
0.900567092,0.373157489,0.491760154,2,2,2,0
0.110522117,0.031926663,0.01306991,2,2,2,0
0.160680556,0.295054382,0.886569523,2,2,2,0
0.478850611,0.033703459,0.402624544,2,2,2,0
0.466642676,0.107106254,0.430903064,2,2,2,0
0.534488446,0.148902176,0.618674205,2,2,2,0
0.802364604,0.474292719,0.502868238,2,2,2,0
0.735351614,0.003977711,0.987926306,2,2,2,0
0.391368287,0.134330802,0.958513998,2,2,2,0
0.385185546,0.22352204,0.800643869,2,2,2,0
0.395861961,0.990223164,0.707436454,2,2,2,0
0.818129344,0.654523511,0.337538477,2,2,2,0
0.693734099,0.424511249,0.212105339,2,2,2,0
0.929595678,0.981798842,0.414413759,2,2,2,0
0.425671314,0.408761141,0.111097583,2,2,2,0
0.361103638,0.248966744,0.897906893,2,2,2,0
0.937701118,0.164338109,0.324537243,2,2,2,0
0.372497333,0.724841498,0.421039731,2,2,2,0
0.538399682,0.092427498,0.398582611,2,2,2,0
0.861425151,0.085860484,0.923857613,2,2,2,0
0.658976173,0.365934854,0.401266025,2,2,2,0
0.157683418,0.819410719,0.590130614,2,2,2,0
0.295920068,0.047236679,0.019431567,2,2,2,0
0.343521936,0.200123238,0.393100741,2,2,2,0
0.378363102,0.741532858,0.277841806,2,2,2,0
0.565562595,0.585550702,0.691977276,2,2,2,0
0.757292685,0.333223771,0.826246212,2,2,2,0
0.137624155,0.386687277,0.446644435,2,2,2,0
0.831866203,0.746531174,0.124524288,2,2,2,0
0.268182235,0.911267428,0.888512326,2,2,2,0
0.963464328,0.026721505,0.071724947,2,2,2,0
0.843491387,0.088520589,0.977600449,2,2,2,0
0.893057081,0.436027892,0.913709656,2,2,2,0
0.774510521,0.051923798,0.689635744,2,2,2,0
0.830062779,0.174420898,0.54961929,2,2,2,0
0.778675439,0.650363205,0.96328459,2,2,2,0
0.645257917,0.248521575,0.875265255,2,2,2,0
0.872242605,0.334188039,0.223939272,2,2,2,0
0.522275337,0.42948148,0.42369984,2,2,2,0
0.3794735,0.308734123,0.043397398,2,2,2,0
0.644557722,0.143279474,0.460737965,2,2,2,0
0.683205458,0.833378953,0.09458548,2,2,2,0
0.838014196,0.148201413,0.543698227,2,2,2,0
0.59450977,0.086509662,0.189907522,2,2,2,0
0.784188661,0.124654524,0.341924667,2,2,2,0
0.305371962,0.440352288,0.755306654,2,2,2,0
0.836285282,0.16470618,0.417391259,2,2,2,0
0.952523332,0.80853615,0.521704879,2,2,2,0
0.810856602,0.193610418,0.771659845,2,2,2,0
0.324752483,0.897419076,0.509412045,2,2,2,0
0.749416911,0.784831655,0.077750561,2,2,2,0
0.726828823,0.826326423,0.751547567,2,2,2,0
0.906338495,0.30839009,0.422709972,2,2,2,0
0.760928614,0.379721452,0.955002573,2,2,2,0
0.117448579,0.921428212,0.166524078,2,2,2,0
0.336119814,0.347636225,0.308017424,2,2,2,0
0.590222795,0.968459458,0.540976806,2,2,2,0
0.209141882,0.701923083,0.780079302,2,2,2,0
0.931579326,0.381215231,0.69510599,2,2,2,0
0.587018233,0.980448501,0.85833617,2,2,2,0
0.025634413,0.410514934,0.165320971,2,2,2,0
0.843183678,0.523801947,0.377299142,2,2,2,0
0.207540553,0.105681329,0.09282228,2,2,2,0
0.836738192,0.279593428,0.206919263,2,2,2,0
0.720139234,0.659170619,0.486643303,2,2,2,0
0.471236129,0.661767884,0.533345292,2,2,2,0
0.1520847,0.484121288,0.232813772,2,2,2,0
0.927575637,0.82493825,0.523966179,2,2,2,0
0.984355065,0.916640765,0.401407114,2,2,2,0
0.593804179,0.781319658,0.219089174,2,2,2,0
0.000813759,0.098020618,0.446574447,2,2,2,0
0.256481315,0.022869713,0.541045474,2,2,2,0
0.013264683,0.96092554,0.959815573,2,2,2,0
0.127179733,0.085496972,0.112388297,2,2,2,0
0.717923713,0.527347911,0.726992542,2,2,2,0
0.424971478,0.789234906,0.21030418,2,2,2,0
0.24375946,0.059626703,0.746908354,2,2,2,0
0.793098407,0.232473614,0.666128208,2,2,2,0
0.956810504,0.284827139,0.927747441,2,2,2,0
0.62775329,0.039289639,0.461941745,2,2,2,0
0.283121393,0.382091121,0.253648793,2,2,2,0
0.635134023,0.073150788,0.950838084,2,2,2,0
0.32013896,0.495310543,0.660764868,2,2,2,0
0.805609886,0.324063495,0.940197931,2,2,2,0
0.367648164,0.679371603,0.128219763,2,2,2,0
0.913667808,0.419436413,0.190947514,2,2,2,0
0.399999934,0.167295506,0.586410541,2,2,2,0
0.101710881,0.587655923,0.335887849,2,2,2,0
0.478726613,0.592259795,0.697355243,2,2,2,0
0.704710665,0.574242667,0.936641663,2,2,2,0
0.58438013,0.667749382,0.698063773,2,2,2,0
0.684114758,0.826110479,0.881415688,2,2,2,0
0.949222857,0.258262618,0.033844272,2,2,2,0
0.558152668,0.99043807,0.104709254,2,2,2,0
0.156846684,0.710240781,0.819849414,2,2,2,0
0.967007336,0.179515318,0.706172784,2,2,2,0
0.950227391,0.076486916,0.097570723,2,2,2,0
0.544964223,0.754827843,0.168200275,2,2,2,0
0.186543601,0.193222829,0.986231471,2,2,2,0
0.109491156,0.973497008,0.57840984,2,2,2,0
0.092384963,0.60997739,0.161560795,2,2,2,0
0.793048976,0.556046325,0.142283357,2,2,2,0
0.927694451,0.28434403,0.662751469,2,2,2,0
0.978533456,0.361536742,0.081992958,2,2,2,0
0.088060711,0.742061521,0.330491258,2,2,2,0
0.806806547,0.507836998,0.823045656,2,2,2,0
0.794719789,0.459906968,0.864734505,2,2,2,0
0.39762788,0.137549666,0.850755877,2,2,2,0
0.335797095,0.433345675,0.836282745,2,2,2,0
0.859883947,0.979807658,0.208163985,2,2,2,0
0.120093491,0.991649749,0.022880952,2,2,2,0
0.396936857,0.735872339,0.470888731,2,2,2,0
0.850195894,0.381951327,0.798416703,2,2,2,0
0.160332124,0.409616924,0.346071044,2,2,2,0
0.057798418,0.93453278,0.716662474,2,2,2,0
0.159481658,0.419279974,0.293276427,2,2,2,0
0.261561199,0.911705625,0.21531342,2,2,2,0
0.630708788,0.394703587,0.548615587,2,2,2,0
0.639638636,0.900460427,0.14320738,2,2,2,0
0.31151592,0.690689927,0.172414835,2,2,2,0
0.039085681,0.328766839,0.81158121,2,2,2,0
0.22608548,0.512710933,0.103443277,2,2,2,0
0.688169163,0.487521245,0.255587762,2,2,2,0
0.245832057,0.155522165,0.273721065,2,2,2,0
0.203097922,0.456817484,0.043305161,2,2,2,0
0.840190915,0.911606618,0.676656712,2,2,2,0
0.92810851,0.666317413,0.838218996,2,2,2,0
0.992941017,0.277130243,0.205517855,2,2,2,0
0.058227289,0.941374437,0.011505675,2,2,2,0
0.835658051,0.74233958,0.463362547,2,2,2,0
0.905933084,0.675888559,0.85236423,2,2,2,0
0.086165487,0.382990837,0.062435125,2,2,2,0
0.575112455,0.0404508,0.365874236,2,2,2,0
0.044927231,0.15882936,0.352817968,2,2,2,0
0.357730043,0.796238243,0.334403419,2,2,2,0
0.940575141,0.406878944,0.081789256,2,2,2,0
0.352783272,0.11036546,0.251271076,2,2,2,0
0.695127625,0.227969075,0.330853864,2,2,2,0
0.167872922,0.103712487,0.276457923,2,2,2,0
0.747895153,0.430564143,0.681683505,2,2,2,0
0.931231806,0.995915525,0.043255714,2,2,2,0
0.861578054,0.635460737,0.918056493,2,2,2,0
0.274815508,0.25372363,0.585031203,2,2,2,0
0.536808668,0.37764545,0.075709953,2,2,2,0
0.358226662,0.754992867,0.042842199,2,2,2,0
0.234103311,0.273604796,0.379138023,2,2,2,0
0.582072877,0.692937024,0.699441879,2,2,2,0
0.928869802,0.089649986,0.192677955,2,2,2,0
0.966251363,0.086466322,0.478708792,2,2,2,0
0.806222481,0.99959217,0.055488091,2,2,2,0
0.558216378,0.753148987,0.076457823,2,2,2,0
0.027916028,0.735743298,0.713350648,2,2,2,0
0.750812475,0.034419985,0.839075786,2,2,2,0
0.665610789,0.606156834,0.460470177,2,2,2,0
0.220012751,0.111993731,0.084308082,2,2,2,0
0.748073715,0.368597202,0.89371726,2,2,2,0
0.208265327,0.129861574,0.60191795,2,2,2,0
0.788516425,0.130740923,0.42757794,2,2,2,0
0.903013614,0.75282839,0.310895753,2,2,2,0
0.950218079,0.829888204,0.794680235,2,2,2,0
0.702507275,0.541616853,0.916433506,2,2,2,0
0.578105619,0.285509699,0.498582779,2,2,2,0
0.058779718,0.799954896,0.993421307,2,2,2,0
0.413258531,0.460078693,0.356130783,2,2,2,0
0.3626853,0.503354508,0.943290731,2,2,2,0
0.369415802,0.120555044,0.398861556,2,2,2,0
0.154768265,0.639439922,0.106628709,2,2,2,0
0.008095742,0.496639911,0.749130169,2,2,2,0
0.264796066,0.324689291,0.536939301,2,2,2,0
0.253114324,0.66688929,0.849660194,2,2,2,0
0.846786704,0.995238804,0.838527851,2,2,2,0
0.993637098,0.000704624,0.886046563,2,2,2,0
0.930496341,0.734360786,0.847439441,2,2,2,0
0.45900092,0.431270942,0.725580418,2,2,2,0
0.176824619,0.636416875,0.194157092,2,2,2,0
0.310960188,0.914649964,0.480555484,2,2,2,0
0.230326324,0.693276185,0.130870029,2,2,2,0
0.962656217,0.058276807,0.746961025,2,2,2,0
0.611016045,0.420631641,0.173145743,2,2,2,0
0.27616887,0.10928853,0.842562768,2,2,2,0
0.067232898,0.032803923,0.112416471,2,2,2,0
0.292969436,0.342364955,0.939160631,2,2,2,0
0.196088185,0.316344156,0.849112632,2,2,2,0
0.438432823,0.646909942,0.771635294,2,2,2,0
0.176183673,0.487874978,0.642195918,2,2,2,0
0.15133701,0.104092909,0.287432961,2,2,2,0
0.862892557,0.647805793,0.928605859,2,2,2,0
0.803334999,0.59252107,0.044947059,2,2,2,0
0.757686753,0.634820011,0.906518509,2,2,2,0
0.88918659,0.385311053,0.575988944,2,2,2,0
0.481136897,0.832670214,0.968725664,2,2,2,0
0.130103752,0.620763655,0.633686298,2,2,2,0
0.37170148,0.771365071,0.311839632,2,2,2,0
0.520719128,0.881138771,0.677459524,2,2,2,0
0.165760277,0.533946701,0.220785836,2,2,2,0
0.784238118,0.939410257,0.821589038,2,2,2,0
0.745298183,0.894911098,0.844990396,2,2,2,0
0.52327269,0.56724157,0.644073779,2,2,2,0
0.008148607,0.528406774,0.912502869,2,2,2,0
0.911208658,0.795393884,0.572628644,2,2,2,0
0.574896452,0.781752537,0.373418206,2,2,2,0
0.685160561,0.614452262,0.250148546,2,2,2,0
0.154678675,0.382262815,0.973900995,2,2,2,0
0.420099738,0.647116615,0.537185754,2,2,2,0
0.134588142,0.364997697,0.966780403,2,2,2,0
0.892262464,0.503740179,0.683163527,2,2,2,0
0.980826994,0.526877273,0.812968052,2,2,2,0
0.805328987,0.855325291,0.503168775,2,2,2,0
0.701264132,0.108791649,0.63164114,2,2,2,0
0.097852595,0.868474008,0.210760469,2,2,2,0
0.129593431,0.642244127,0.629840693,2,2,2,0
0.441785205,0.253116229,0.906967708,2,2,2,0
0.660234407,0.225901739,0.785194094,2,2,2,0
0.558144715,0.564325542,0.671645268,2,2,2,0
0.609818346,0.058953809,0.265926095,2,2,2,0
0.031998981,0.50841449,0.689690262,2,2,2,0
0.930808537,0.311233639,0.624581675,2,2,2,0
0.651267655,0.287171672,0.511282105,2,2,2,0
0.991983516,0.895902676,0.942195338,2,2,2,0
0.046111452,0.02164552,0.350598693,2,2,2,0
0.614494376,0.218044426,0.058541098,2,2,2,0
0.955471715,0.893822912,0.464233052,2,2,2,0
0.427472334,0.853336202,0.611059405,2,2,2,0
0.767816956,0.23277415,0.556414074,2,2,2,0
0.204031791,0.232087854,0.770419478,2,2,2,0
0.753968512,0.698014901,0.728595447,2,2,2,0
0.911998808,0.539854299,0.034638939,2,2,2,0
0.999759703,0.059443211,0.814670754,2,2,2,0
0.430398633,0.53876762,0.714417848,2,2,2,0
0.317787788,0.586927239,0.410405901,2,2,2,0
0.369300235,0.490962909,0.689374828,2,2,2,0
0.795098937,0.01546131,0.844185988,2,2,2,0
0.923675349,0.748023418,0.100923903,2,2,2,0
0.440338684,0.881768497,0.546268839,2,2,2,0
0.350741367,0.903912794,0.540153179,2,2,2,0
0.054112462,0.181782925,0.602212771,2,2,2,0
0.594090777,0.669796615,0.523868977,2,2,2,0
0.557216219,0.766126571,0.629888878,2,2,2,0
0.083456854,0.873897142,0.215634916,2,2,2,0
0.961556065,0.49003199,0.372741641,2,2,2,0
0.496570724,0.866514726,0.476825876,2,2,2,0
0.528470995,0.467882285,0.796091247,2,2,2,0
0.048195587,0.551903342,0.873289989,2,2,2,0
0.90480411,0.381999083,0.270493965,2,2,2,0
0.322804624,0.092165624,0.209149301,2,2,2,0
0.054469497,0.730314065,0.039585654,2,2,2,0
0.591886687,0.249561459,0.81221785,2,2,2,0
0.606290563,0.161293665,0.740881381,2,2,2,0
0.820186342,0.105213428,0.300493672,2,2,2,0
0.049870014,0.883408237,0.516877737,2,2,2,0
0.519497317,0.235945743,0.288886596,2,2,2,0
0.527672112,0.076203076,0.838607179,2,2,2,0
0.789224466,0.492641119,0.843826308,2,2,2,0
0.880500689,0.763757805,0.08131836,2,2,2,0
0.738058427,0.671035731,0.108668461,2,2,2,0
0.038965092,0.84578243,0.449047059,2,2,2,0
0.079690585,0.319218297,0.832489187,2,2,2,0
0.957802732,0.844714817,0.980732379,2,2,2,0
0.557750445,0.435414715,0.668362921,2,2,2,0
0.007245485,0.49695307,0.041632229,2,2,2,0
0.465227392,0.56393172,0.628328877,2,2,2,0
0.946493587,0.190753144,0.142482526,2,2,2,0
0.621565726,0.12964894,0.74177516,2,2,2,0
0.66542913,0.657814605,0.107014326,2,2,2,0
0.338750626,0.494106152,0.024220762,2,2,2,0
0.519947108,0.643524828,0.976880598,2,2,2,0
0.505266795,0.064034194,0.226032457,2,2,2,0
0.097577351,0.583430176,0.780690124,2,2,2,0
0.959675177,0.88274163,0.566471037,2,2,2,0
0.79501666,0.848458817,0.390632904,2,2,2,0
0.445316295,0.298543989,0.090780816,2,2,2,0
0.645800986,0.55998393,0.710067836,2,2,2,0
0.125161955,0.947169811,0.506032684,2,2,2,0
0.830167132,0.90201291,0.428112641,2,2,2,0
0.278280242,0.12938425,0.068404057,2,2,2,0
0.638334857,0.277704123,0.07316067,2,2,2,0
0.609284432,0.332316989,0.332294139,2,2,2,0
0.283732243,0.049342803,0.077393534,2,2,2,0
0.145321485,0.445195135,0.378407587,2,2,2,0
0.494521319,0.808794337,0.239442522,2,2,2,0
0.894455226,0.222019694,0.307731772,2,2,2,0
0.610390252,0.695625378,0.089343793,2,2,2,0
0.384331701,0.242142452,0.781710474,2,2,2,0
0.375632398,0.206921891,0.594831135,2,2,2,0
0.024007946,0.404389843,0.086731764,2,2,2,0
0.786813119,0.564564736,0.348868238,2,2,2,0
0.793298406,0.998940001,0.757853804,2,2,2,0
0.588606654,0.944835427,0.586756868,2,2,2,0
0.7694537,0.716600703,0.815559854,2,2,2,0
0.635123173,0.933668637,0.636912778,2,2,2,0
0.011001293,0.04766178,0.686956505,2,2,2,0
0.499365536,0.593158567,0.207321423,2,2,2,0
0.196015115,0.647483852,0.367555107,2,2,2,0
0.903964277,0.145419943,0.604125151,2,2,2,0
0.766190097,0.833343054,0.63077791,2,2,2,0
0.611790391,0.24611893,0.339382371,2,2,2,0
0.829933137,0.961869691,0.391769651,2,2,2,0
0.924417708,0.963553761,0.974613823,2,2,2,0
0.184264613,0.649508756,0.73705994,2,2,2,0
0.644185573,0.799841423,0.46683003,2,2,2,0
0.656081473,0.519491823,0.251609175,2,2,2,0
0.388862288,0.566730266,0.807347667,2,2,2,0
0.233571651,0.383356718,0.695761606,2,2,2,0
0.546091479,0.819635829,0.67799259,2,2,2,0
0.148326553,0.12911064,0.127902592,2,2,2,0
0.888799408,0.18615367,0.805962094,2,2,2,0
0.459090305,0.871504626,0.124113035,2,2,2,0
0.024960399,0.924627969,0.920277789,2,2,2,0
0.091904027,0.984533182,0.546957452,2,2,2,0
0.751225914,0.237943063,0.654858225,2,2,2,0
0.962072974,0.974963369,0.516059449,2,2,2,0
0.674459404,0.593625398,0.548242286,2,2,2,0
0.978606909,0.12422492,0.100154815,2,2,2,0
0.467889034,0.77884568,0.465160685,2,2,2,0
0.036694846,0.758139036,0.728675508,2,2,2,0
0.102682153,0.621263397,0.579300809,2,2,2,0
0.834374683,0.49703908,0.338098186,2,2,2,0
0.741332567,0.877444282,0.127031311,2,2,2,0
0.702311409,0.211771012,0.616867949,2,2,2,0
0.346251568,0.673682596,0.580302413,2,2,2,0
0.880564188,0.441112844,0.891994033,2,2,2,0
0.325631331,0.775232399,0.464922758,2,2,2,0
0.811356612,0.995861385,0.25336575,2,2,2,0
0.826374333,0.600816732,0.195224357,2,2,2,0
0.274614939,0.412423152,0.677988201,2,2,2,0
0.141963575,0.403699895,0.041377598,2,2,2,0
0.08651531,0.570098987,0.963321448,2,2,2,0
0.733133571,0.497173897,0.76253377,2,2,2,0
0.016223191,0.958983983,0.289617752,2,2,2,0
0.899535814,0.542581815,0.342150968,2,2,2,0
0.073792397,0.30451557,0.319632127,2,2,2,0
0.729288201,0.345288642,0.466191608,2,2,2,0
0.315138248,0.405593498,0.831992623,2,2,2,0
0.385178878,0.130767538,0.691498696,2,2,2,0
0.76979554,0.061928179,0.598106226,2,2,2,0
0.296727567,0.731863436,0.406087029,2,2,2,0
0.490719667,0.985869505,0.011955114,2,2,2,0
0.360264414,0.353355724,0.284730357,2,2,2,0
0.869935654,0.151664581,0.205793174,2,2,2,0
0.919695137,0.57207526,0.789062638,2,2,2,0
0.448861665,0.585408626,0.725285807,2,2,2,0
0.753934681,0.120887134,0.409340059,2,2,2,0
0.72067481,0.292413623,0.071643313,2,2,2,0
